acctno,actdt,deactdt,deactreason,goodcredit,rateplan,dealertype
1677465323511,2000-12-23,,,1,2,A1
1677468099033,2000-06-14,,,1,2,A2
1677476972262,2000-06-06,,,1,2,B1
1677479418906,1999-08-07,1999-12-06,DEBT,0,1,A1
1677511311264,1999-12-26,,,1,1,A1
1677515735467,2000-10-14,,,1,1,A1
1677527439308,2000-12-04,,,1,1,B1
1677541144940,2000-09-29,,,0,1,A1
1677557307750,1999-11-14,,,1,2,A1
1677576972708,2000-02-27,,,0,3,A1
1677587706552,2000-09-19,2001-01-08,NEED,1,1,A1
1677600852735,1999-12-15,,,0,1,A1
1677601073008,2000-07-09,,,1,1,A2
1677650125826,2000-09-29,,,1,3,B1
1677667542768,1999-08-11,,,1,2,A1
1677692551188,2000-04-30,,,1,3,A1
1677708948954,2000-12-02,,,1,2,B1
1677721850548,2000-08-30,,,1,1,A1
1677722627774,2000-10-04,,,1,1,C1
1677726012676,2000-06-01,,,1,1,B1
1677746139916,2000-01-17,,,1,1,A1
1677764263808,2000-02-16,2000-12-06,DEBT,0,2,B1
1677787164623,1999-03-12,,,1,2,A1
1677796194546,1999-12-24,,,0,2,A1
1677816872959,1999-10-26,,,1,1,C1
1677829242408,2000-05-30,,,1,1,C1
1677829441058,1999-08-18,,,1,1,A2
1677865500258,1999-12-17,,,1,1,C1
1677870580536,2000-06-15,2000-06-20,TECH,1,2,A1
1677887101199,1999-05-05,2000-09-19,COMP,0,2,A1
1677898113081,1999-07-22,,,1,3,A1
1677900412266,1999-01-27,1999-06-03,NEED,1,3,A1
1677914221632,2000-04-06,,,1,1,C1
1677926567551,1999-05-07,,,1,2,C1
1677940528016,2000-04-04,,,0,1,B1
1677947243997,2000-12-29,,,1,1,A1
1677948851008,1999-12-22,2000-01-08,NEED,1,2,A1
1677949425195,2000-12-05,,,1,1,B1
1677953188186,2000-05-13,,,0,1,A1
1677964906826,1999-06-19,,,1,1,A1
1677994521102,1999-08-02,,,0,2,A2
1678006928376,2000-06-05,,,1,1,B1
1678015300497,1999-12-29,,,1,1,A2
1678028525008,2000-02-11,,,0,1,A1
1678051720338,2000-12-14,,,1,2,A1
1678058795572,2000-09-13,,,0,3,A1
1678064846408,2000-03-06,2000-10-26,DEBT,0,2,A1
1678064906864,2000-03-03,,,1,1,B1
1678071990924,1999-12-08,,,1,1,B1
1678092423848,2000-11-01,,,0,1,A1
1678093267773,1999-11-03,1999-11-11,TECH,1,3,B1
1678105739795,1999-04-05,,,1,1,A1
1678119877017,2000-01-28,,,1,1,A1
1678142538432,2000-10-29,,,0,1,A2
1678180362648,1999-03-07,,,1,2,A1
1678188123512,1999-12-06,,,1,1,A1
1678227731458,1999-12-27,,,1,1,A1
1678250847066,1999-02-26,,,1,1,A1
1678252008583,1999-10-08,,,1,1,A1
1678270921724,1999-11-15,,,1,1,A1
1678271759064,1999-10-17,,,0,2,A2
1678276225688,2000-09-13,,,1,1,A1
1678300099284,2000-10-31,,,0,1,C1
1678310132868,1999-12-27,,,1,1,B1
1678313552490,2000-07-27,,,1,1,B1
1678316174408,1999-04-19,,,0,2,A1
1678319150729,2000-04-13,,,1,1,A1
1678327704960,2000-07-25,,,1,1,B1
1678390358186,1999-10-01,,,0,2,A1
1678538190816,2000-08-31,,,0,1,C1
1678557371424,1999-11-05,,,1,1,C1
1678559174971,1999-12-09,,,1,2,A2
1678562567595,1999-12-21,,,1,1,A1
1678577484192,1999-10-27,,,1,1,A1
1678631619300,1999-11-14,2000-07-31,NEED,1,1,B1
1678648694708,1999-08-11,2000-07-24,COMP,0,1,A1
1678711192692,1999-10-09,,,1,1,A1
1678716523674,2000-02-17,,,0,3,A1
1678722199010,2000-04-14,,,1,1,B1
1678731626848,2000-11-15,,,1,1,B1
1678747099863,1999-12-27,,,0,1,A1
1678752405718,2000-10-07,2000-12-29,COMP,1,1,A1
1678756741299,1999-12-09,,,1,1,C1
1678797209528,1999-04-10,,,1,1,A1
1678805286835,1999-12-09,,,0,1,A1
1678890984948,2000-05-17,,,1,1,C1
1678919754784,2000-01-05,,,1,3,C1
1678926296904,2000-04-14,,,0,1,A1
1678954259130,2000-08-16,,,0,1,A1
1678961335635,2000-08-29,,,0,1,A1
1678970618433,1999-10-08,2000-10-17,DEBT,0,3,B1
1678979069928,1999-07-10,2000-11-28,COMP,1,2,B1
1678980928448,2000-12-09,,,1,1,A1
1679041149297,2000-06-08,,,0,3,A1
1679047892224,1999-03-08,,,1,3,A2
1679051595543,1999-06-12,,,0,1,A1
1679113659298,2000-11-04,,,1,1,B1
1679125563669,2000-10-18,,,0,3,A1
1679163737108,2000-10-17,,,1,1,B1
1679168317380,2000-08-22,,,1,1,C1
1679178768088,1999-10-29,2000-12-19,DEBT,0,1,B1
1679179547627,2000-08-17,,,1,1,B1
1679202386634,2000-12-22,,,1,2,A1
1679206534638,1999-09-03,,,0,1,C1
1679244740421,2000-11-17,,,0,1,C1
1679262253798,1999-03-12,,,1,1,A1
1679269968631,1999-05-07,1999-07-07,NEED,1,3,A1
1679272310677,2000-12-15,,,1,2,A1
1679282674958,2000-03-26,,,1,1,A1
1679286871903,1999-04-05,,,1,1,A1
1679288851340,1999-09-29,,,1,1,B1
1679305085958,1999-03-22,,,1,1,A1
1679305744644,2000-04-21,,,1,1,A1
1679322266360,1999-10-19,,,0,3,A1
1679338103218,2000-05-08,,,1,3,A1
1679342450097,1999-04-15,2000-03-05,,1,1,A2
1679393810408,2000-10-19,,,0,3,C1
1679419834107,2000-12-23,,,1,1,A1
1679423789950,2000-05-08,,,1,1,A1
1679436272668,1999-12-18,,,1,1,A1
1679436671298,2000-06-06,,,1,1,C1
1679448640758,2000-11-29,,,1,1,B1
1679453570808,1999-12-22,2000-04-03,TECH,1,2,A2
1679481870104,1999-06-01,1999-08-26,NEED,0,1,A1
1679490234357,1999-04-03,,,1,1,A1
1679545046311,2000-06-06,,,1,1,B1
1679548766172,1999-05-27,,,0,1,B1
1679578830328,2000-12-03,,,1,1,A1
1679603413608,2000-01-10,,,1,1,A1
1679613719248,1999-12-10,,,0,1,A1
1679662834800,2000-04-12,,,1,1,B1
1679666047350,1999-09-30,,,0,1,A1
1679690816708,2000-12-31,,,1,2,A1
1679745101194,1999-12-21,,,1,1,B1
1679771327818,1999-07-28,,,1,1,A2
1679777266583,2000-01-26,,,1,1,A1
1679792553222,1999-10-17,,,1,1,A1
1679848192788,2000-11-26,,,1,2,A1
1679888190746,2000-01-17,,,1,2,A1
1679890886808,1999-12-21,2000-05-12,TECH,1,1,B1
1679891244360,1999-12-08,,,1,1,A1
1679905016428,2000-12-10,,,1,1,A1
1679938719903,2000-01-26,,,1,2,C1
1679940117036,2000-07-11,,,0,1,B1
1679971835412,2000-05-02,2000-10-23,DEBT,0,1,B1
1679973014555,2001-01-14,,,1,2,A1
1679984099606,1999-09-11,2000-11-28,NEED,1,1,A2
1679992252382,1999-01-29,,,1,3,A1
1680004211242,2000-04-26,,,1,1,A1
1680016858647,1999-12-11,2000-06-22,COMP,0,1,B1
1680032045484,2000-10-10,2000-12-26,DEBT,0,3,A1
1680033885648,2000-04-06,,,1,1,B1
1680035253008,2000-10-17,,,1,1,B1
1680082340782,2000-03-05,,,0,3,A1
1680090025173,2000-05-31,,,0,1,C1
1680095174548,2000-05-10,,,1,2,A2
1680113434960,2000-07-01,,,1,3,A1
1680118390968,1999-10-17,,,1,1,A2
1680132918465,1999-12-23,,,1,1,A1
1680139278406,2000-02-14,,,0,1,A2
1680142238281,2000-07-28,,,1,1,A1
1680151976479,1999-07-28,,,1,1,B1
1680160695936,1999-09-25,2001-01-08,DEBT,1,1,A1
1680160717590,2000-06-20,,,1,1,A1
1680172320048,1999-09-25,,,1,1,A1
1680173153280,2000-02-16,,,1,1,B1
1680189930568,2000-12-21,,,0,1,A1
1680201323600,1999-12-04,2001-01-03,DEBT,0,2,B1
1680243032214,1999-06-26,,,1,1,A1
1680243193364,1999-09-11,2000-11-25,TECH,1,1,B1
1680271236897,1999-10-26,2000-05-01,COMP,1,1,A1
1680304036956,1999-03-29,,,1,1,A1
1680315326524,2000-06-01,2000-07-06,COMP,0,1,A2
1680333925028,1999-06-10,,,1,2,A1
1680368729148,2000-12-11,,,1,1,C1
1680408511858,2000-11-16,,,1,1,A1
1680411823744,1999-07-31,,,1,1,A1
1680425172366,2000-09-29,,,1,1,A1
1680486323676,1999-01-30,,,1,3,A1
1680508080338,2000-12-22,2001-01-03,NEED,1,2,A1
1680565398328,1999-09-26,,,1,1,A1
1680572058208,2000-12-06,,,1,1,B1
1680572457222,1999-10-25,,,1,1,C1
1680582515043,1999-11-11,,,0,1,A2
1680589171561,2000-10-08,,,1,1,A1
1680603951628,1999-09-08,,,0,3,A1
1680610980672,1999-06-29,1999-10-13,NEED,0,1,A1
1680619717248,1999-11-12,,,1,1,B1
1680634945440,2000-04-14,,,1,2,A1
1680638885223,2000-10-12,,,0,1,B1
1680657153908,1999-06-30,,,1,3,C1
1680662851437,1999-09-24,1999-09-25,TECH,0,3,A1
1680671788722,2000-04-11,,,0,1,B1
1680673659228,2000-12-21,,,1,2,B1
1680689233323,2000-05-01,,,0,1,C1
1680693864686,2000-05-17,2000-12-18,COMP,1,1,A1
1680700960448,2000-10-29,,,0,1,A1
1680703467880,2000-07-21,,,1,1,A1
1680706262392,1999-07-16,2000-06-01,NEED,1,1,C1
1680707733873,2000-02-05,,,0,1,A1
1680777426727,2000-12-09,,,1,1,A1
1680777574305,1999-01-27,,,1,1,A1
1680782725060,1999-11-10,,,0,2,A1
1680793349608,2000-06-01,,,0,1,C1
1680796163232,2000-11-30,,,1,1,A1
1680811364010,1999-12-09,2000-05-25,COMP,1,1,A2
1680814361292,1999-11-26,2000-11-29,NEED,1,2,B1
1680815184033,1999-08-19,,,0,2,A1
1680838233858,2000-10-02,,,0,2,A1
1680854625094,1999-08-21,1999-08-23,NEED,1,1,A2
1680889287778,1999-12-04,,,0,1,A1
1680905630558,1999-11-15,,,1,2,B1
1680906398188,2000-11-10,,,1,1,B1
1680906895888,2000-07-21,2000-10-06,COMP,0,1,B1
1680925050108,2000-06-14,,,1,3,B1
1680926836992,1999-11-23,2000-11-17,NEED,0,2,A1
1680946312338,2000-12-02,,,1,1,A1
1680948180160,1999-05-04,2000-05-24,COMP,1,1,A2
1680951542876,2001-01-11,,,1,2,A1
1680987696226,2000-12-30,,,1,2,B1
1680999161688,2000-12-20,,,1,2,B1
1681015788134,1999-12-13,,,1,1,A1
1681086821883,1999-08-19,,,0,1,B1
1681090179513,1999-08-13,,,1,2,C1
1681092596442,1999-04-17,,,1,1,A1
1681096711277,1999-07-28,,,1,1,C1
1681128433780,2000-03-23,,,0,1,C1
1681157963368,2000-03-11,,,0,1,A1
1681198929335,2000-10-14,,,1,1,B1
1681215581583,2000-03-16,,,1,2,B1
1681219625198,1999-11-10,,,1,1,C1
1681236571983,2000-09-22,,,1,1,C1
1681252343832,1999-06-29,,,1,3,B1
1681254884655,1999-12-31,,,1,1,A1
1681269430365,2000-11-29,2000-12-20,NEED,0,1,C1
1681271856708,2000-09-15,2001-01-11,DEBT,0,1,A1
1681275029232,2000-05-24,,,1,1,A1
1681301723866,2000-03-29,,,1,1,B1
1681357334910,2000-11-08,,,0,1,A1
1681357434585,2000-12-29,,,0,2,C1
1681366205872,2000-09-29,2000-10-05,NEED,1,1,A1
1681388828208,2000-03-07,,,1,1,C1
1681440815526,1999-11-05,,,1,1,A2
1681461462476,1999-12-16,,,0,3,A2
1681462784187,1999-12-19,,,1,1,A1
1681486012741,2000-11-27,,,1,2,A1
1681521300448,1999-06-25,,,1,1,A1
1681530775410,1999-11-26,,,1,2,A1
1681536553392,1999-03-05,,,1,3,A1
1681544723136,1999-03-01,,,1,1,A1
1681548281792,2000-02-16,2000-10-31,COMP,0,2,B1
1681555464324,1999-05-24,,,1,2,A1
1681560894158,1999-07-25,1999-07-25,TECH,1,1,B1
1681619421604,1999-12-24,,,0,1,B1
1681635938664,2000-06-05,2000-07-16,NEED,1,1,A1
1681636032024,2000-05-18,,,1,1,A1
1681638395409,2000-09-28,2001-01-19,DEBT,0,1,C1
1681641743168,1999-07-15,,,1,1,A1
1681642841936,1999-03-21,2000-09-20,COMP,0,2,A2
1681656423072,1999-12-24,,,1,1,A1
1681662242748,2000-12-26,,,1,1,A1
1681662920928,1999-12-11,,,1,1,A1
1681668943950,2000-03-13,,,1,2,A1
1681669958420,1999-04-28,,,0,3,A1
1681675752385,2000-01-08,,,1,1,A2
1681706647482,1999-11-29,,,0,1,A1
1681709271327,2000-10-24,,,0,1,B1
1681736574638,2000-03-30,,,1,1,B1
1681745306568,2000-05-30,,,1,1,B1
1681759631184,2000-09-15,,,1,2,B1
1681780302720,1999-08-30,1999-10-17,TECH,1,1,A1
1681800916046,1999-09-07,,,1,2,B1
1681803424416,2000-11-14,,,1,3,B1
1681824410378,1999-06-10,,,1,1,A1
1681826478800,1999-05-22,,,1,1,A1
1681831555367,1999-10-26,,,1,1,A1
1681845274357,2000-06-16,,,0,1,A1
1681891806964,1999-10-20,,,1,1,A2
1681919271229,2000-12-13,,,1,2,A1
1681927948464,1999-03-09,,,1,1,A1
1681935632655,2000-08-19,,,0,3,A1
1681937356928,2000-08-26,,,1,3,A1
1681940825898,2000-03-01,,,1,2,A1
1681952997248,2000-06-15,,,0,3,B1
1681975556448,2000-01-31,,,1,1,A1
1681989118386,1999-12-31,,,1,1,A1
1681992202580,2000-12-12,,,1,1,A1
1682028723066,1999-08-31,,,1,1,A1
1682051789160,2000-11-20,,,1,1,A1
1682062048900,1999-07-19,,,0,1,A1
1682109342348,1999-12-20,,,1,1,A1
1682127794496,2000-01-15,,,1,1,A1
1682135762457,2000-12-15,,,1,1,A1
1682139860408,2000-02-10,2000-12-27,DEBT,0,1,A1
1682153473253,2000-12-21,,,1,1,B1
1682156096942,2000-05-11,,,1,1,C1
1682163855708,1999-12-02,,,1,1,B1
1682174907840,1999-12-06,,,1,1,A1
1682186735428,1999-10-29,2000-10-31,COMP,0,2,A1
1682188532142,1999-03-16,,,1,3,A1
1682199824986,2000-12-27,,,1,1,C1
1682209765484,2001-01-12,,,1,1,A1
1682222102943,1999-08-25,2000-06-25,NEED,1,1,A2
1682254040736,1999-05-12,,,1,3,A1
1682301367680,2000-06-23,,,0,1,A1
1682331634023,2000-12-23,,,0,2,A2
1682333737948,2001-01-12,,,1,1,A1
1682361562983,1999-12-17,,,1,1,A1
1682364444576,2000-06-17,,,0,1,B1
1682376550719,2000-06-08,,,1,1,C1
1682394532602,1999-11-30,,,1,1,B1
1682402338074,1999-08-06,2000-04-24,COMP,1,3,C1
1682404095216,1999-08-22,,,1,1,A1
1682409157367,2000-11-27,,,0,1,A1
1682428469376,2000-08-26,,,0,1,A1
1682480152288,1999-08-24,,,1,1,A2
1682560770306,2000-06-17,,,1,1,B1
1682579895192,2000-08-30,2000-12-26,DEBT,1,1,A1
1682580595848,1999-12-02,,,1,3,B1
1682601504108,1999-12-29,,,0,1,B1
1682630441152,2000-10-13,,,1,2,A1
1682656121647,2000-12-09,,,1,1,A2
1682665259106,1999-08-10,1999-11-30,MOVE,1,1,A1
1682671204608,2001-01-01,,,0,2,A1
1682675613360,1999-09-02,,,0,1,A1
1682709761548,2000-12-12,,,0,3,C1
1682713543713,1999-10-18,,,1,2,B1
1682733873678,1999-04-01,,,1,3,A1
1682743202432,2000-08-26,2000-09-20,NEED,0,1,A2
1682751496233,1999-05-11,2000-05-11,NEED,1,3,C1
1682759252654,1999-05-22,2001-01-16,MOVE,0,1,A2
1682795302368,1999-12-20,2000-07-31,NEED,1,1,A2
1682830773888,2000-11-30,,,0,3,C1
1682835147878,2000-06-09,,,0,1,B1
1682837408087,2000-02-11,,,1,1,B1
1682842159440,2000-11-14,,,1,1,C1
1682851447861,2000-07-28,,,1,1,A1
1682896045078,1999-09-10,2000-10-04,COMP,0,1,A1
1682938144898,2000-01-21,,,0,1,A1
1682950005208,1999-06-25,,,0,3,A1
1682966694982,2000-12-13,,,1,2,A1
1682978202780,2000-09-06,,,1,1,B1
1682990693308,1999-01-31,,,0,3,A1
1682991803900,2000-12-28,,,1,2,A1
1682996159097,2000-07-20,,,1,1,A1
1683003331008,1999-08-04,,,1,1,C1
1683005034553,2000-01-14,,,0,1,A1
1683057351628,2000-06-19,,,0,1,B1
1683057387392,1999-07-31,,,1,1,A2
1683069059658,2000-04-27,2001-01-05,COMP,1,1,A1
1683072596989,1999-12-09,2000-07-31,NEED,1,1,B1
1683089805300,1999-09-27,2000-05-11,COMP,0,1,A1
1683101107866,2000-02-06,2000-05-08,COMP,1,1,A1
1683112341831,1999-04-17,,,1,1,A1
1683113613863,1999-12-03,,,1,1,A1
1683126187764,2000-03-07,,,0,1,A1
1683159824712,2000-03-25,,,1,1,B1
1683159950951,2000-08-29,2000-12-27,DEBT,1,1,C1
1683167369910,1999-11-09,,,1,1,B1
1683196097032,2000-10-31,,,1,2,C1
1683198934546,1999-12-24,,,0,2,A2
1683211574738,1999-08-02,,,1,1,B1
1683255597048,2000-07-19,,,1,2,A1
1683267497669,1999-07-18,,,0,1,A1
1683269754796,2000-09-28,,,1,1,A1
1683283060686,2000-08-20,,,1,1,A2
1683283311070,1999-11-18,,,1,1,C1
1683300938025,2000-09-18,,,1,1,B1
1683331855328,1999-04-26,,,1,1,A1
1683338570530,1999-08-05,1999-12-14,NEED,1,1,A1
1683338909640,2000-12-14,,,1,1,B1
1683342280696,2000-11-13,,,1,1,C1
1683357572088,2001-01-05,,,1,3,A1
1683360146763,2000-01-30,,,1,1,B1
1683367116288,1999-09-18,,,0,3,A1
1683379001358,1999-03-22,2000-05-07,NEED,1,1,A1
1683404210547,2001-01-16,,,1,3,C1
1683414814882,2000-01-14,,,0,2,B1
1683427139538,1999-10-18,,,1,2,A1
1683430107473,2000-12-21,,,1,2,A1
1683432698811,2000-01-14,2000-04-17,COMP,1,1,A1
1683434191160,1999-11-06,2000-03-29,NEED,1,2,B1
1683449953077,2000-10-18,,,1,1,A1
1683455464392,2000-03-13,,,0,1,A1
1683470109100,2000-11-09,,,1,1,A1
1683488428144,1999-09-25,,,1,3,A1
1683496073094,2000-02-11,,,0,1,A1
1683503333994,2000-02-13,2000-11-21,COMP,0,1,A1
1683516202693,2000-02-25,,,1,1,B1
1683529080792,1999-08-16,2000-11-27,DEBT,0,1,A2
1683546632431,2000-11-15,,,0,1,C1
1683551250886,1999-06-24,,,1,1,A1
1683554763908,2000-03-06,,,1,3,A1
1683604215633,2000-06-14,,,1,1,B1
1683614094880,1999-12-04,,,1,1,A2
1683616093008,2001-01-19,,,1,1,C1
1683624022308,1999-10-23,,,1,1,A1
1683625963449,1999-12-05,,,1,1,B1
1683660341292,2001-01-04,,,1,2,A1
1683670938548,1999-11-30,,,1,1,A1
1683695079629,1999-12-21,,,1,1,C1
1683702526308,2000-06-08,2000-10-25,DEBT,0,1,C1
1683704967438,1999-08-23,2000-07-03,TECH,1,3,C1
1683715017006,1999-09-15,,,0,1,A1
1683740719105,1999-02-04,,,1,3,A1
1683751297146,2000-09-21,,,1,2,A1
1683763610438,2000-07-12,,,0,1,B1
1683768801375,1999-12-31,,,1,1,A2
1683773150308,2000-11-21,,,1,1,C1
1683773354368,2000-12-30,,,0,1,A1
1683776131458,1999-08-25,2000-12-04,NEED,0,1,A1
1683806781651,2000-11-29,,,1,3,A1
1683823086648,1999-12-10,2000-09-30,TECH,1,1,B1
1683851345723,1999-09-28,2000-01-19,NEED,0,3,A1
1683854475780,1999-03-11,,,1,3,A1
1683892663947,1999-08-31,,,1,1,C1
1683912335650,1999-11-30,,,1,1,A1
1683950101834,2000-06-28,,,0,1,B1
1683952652048,1999-10-31,,,0,1,A2
1683959762101,2000-08-21,,,0,1,B1
1683968556344,1999-04-08,2000-10-06,NEED,1,1,A1
1683980396766,2000-03-12,2000-12-14,DEBT,0,2,A1
1683982598892,2000-12-23,,,1,2,A1
1684028068935,2000-02-09,,,1,1,C1
1684067616788,2000-12-12,,,0,2,A1
1684084781780,2000-04-08,,,0,3,A1
1684085874663,1999-12-17,,,1,1,A1
1684092628008,1999-08-31,,,1,1,A1
1684095506098,2000-04-22,,,1,1,A1
1684103436228,2000-07-06,,,1,3,C1
1684131054180,1999-12-13,,,1,1,A1
1684143790675,1999-12-03,,,1,1,A1
1684156921842,2000-07-26,,,1,1,B1
1684159412161,1999-09-26,2000-02-21,TECH,1,1,A2
1684180139690,1999-11-18,,,1,1,B1
1684184477400,2000-01-19,2000-03-30,MOVE,1,1,B1
1684187028120,2000-06-27,,,0,1,A1
1684190249070,1999-02-11,2000-10-08,,1,3,B1
1684211297154,1999-11-14,,,1,1,A1
1684217119474,2000-06-12,,,1,1,A1
1684222166008,1999-12-06,,,1,1,A1
1684233752344,2000-03-24,,,0,1,B1
1684251461787,1999-12-11,,,0,2,A1
1684256595872,2000-11-30,,,1,1,A1
1684269906084,1999-06-07,,,1,1,A1
1684275875028,2000-06-04,,,1,2,B1
1684298828937,2000-06-12,,,0,1,C1
1684326694272,1999-12-14,,,1,2,A1
1684385048697,2000-06-06,,,1,3,A1
1684392565502,2000-12-22,,,1,2,B1
1684393373910,2000-05-09,2001-01-02,DEBT,0,1,A1
1684505788871,2001-01-12,,,1,2,B1
1684510911808,2000-07-09,2000-10-06,COMP,1,1,A1
1684547380608,1999-06-05,1999-07-09,TECH,1,1,A1
1684553703024,1999-07-23,,,1,3,A1
1684562081022,1999-09-07,,,0,3,A2
1684577746868,1999-02-15,,,1,3,A2
1684598623479,2000-11-25,,,1,1,A1
1684599436528,1999-03-17,,,0,1,A1
1684604951257,1999-04-29,2000-11-28,MOVE,1,3,A1
1684617826363,2000-09-08,,,0,1,A1
1684659197838,1999-05-06,2000-11-24,COMP,1,1,A1
1684674359904,2000-04-12,,,1,3,A1
1684674413739,1999-06-08,,,0,1,A2
1684679255654,1999-05-05,,,1,1,B1
1684716632840,2000-11-24,,,1,2,A2
1684734428342,2000-01-29,,,1,1,A1
1684764287587,1999-11-19,2000-10-17,DEBT,1,1,A1
1684789759283,2000-12-31,,,0,2,A1
1684799911896,2000-01-07,,,1,1,A1
1684820009872,2000-06-01,,,1,1,A1
1684837123374,2000-05-23,2000-10-02,TECH,0,1,A1
1684869841393,2000-10-26,,,1,1,B1
1684871861883,2000-06-08,2001-01-05,COMP,0,1,B1
1684875559644,1999-12-18,1999-12-22,NEED,1,1,A1
1684893414584,1999-09-05,,,0,1,A2
1684906955063,2000-04-01,2000-09-05,NEED,1,1,A1
1684919720196,2000-08-29,,,0,2,A1
1684931551044,1999-06-17,,,0,1,A1
1684935226980,2000-06-27,,,1,1,C1
1684942193686,2000-06-16,,,1,1,A1
1684973315238,2000-09-21,,,1,1,A1
1684977834216,2000-05-09,,,1,1,A1
1684983811164,2000-09-06,,,0,1,A2
1685039870211,2000-06-26,,,1,1,A2
1685056186160,2000-12-24,,,0,1,B1
1685079551787,1999-08-25,,,0,2,A1
1685090489766,1999-12-11,2001-01-14,NEED,0,3,A1
1685126743968,2000-08-31,2000-11-28,NEED,1,1,A1
1685158983210,1999-09-24,,,1,2,C1
1685190667191,1999-12-13,2000-03-23,MOVE,0,2,A1
1685247208974,1999-12-08,,,0,1,C1
1685285533088,2001-01-03,2001-01-04,NEED,0,2,A1
1685302457336,1999-12-16,2001-01-20,NEED,0,1,B1
1685321236428,1999-09-29,,,1,1,A1
1685321742240,1999-09-17,,,1,1,C1
1685348422016,1999-10-11,,,1,3,A1
1685355990993,2000-07-18,,,1,2,A1
1685376394216,2000-04-08,,,0,1,A1
1685387933267,1999-05-07,,,1,1,B1
1685406161702,1999-02-03,,,1,2,A1
1685409549032,1999-03-03,,,1,1,B1
1685424754550,1999-12-21,2000-12-16,NEED,0,1,A1
1685456472584,1999-10-29,,,0,2,B1
1685464687965,1999-11-03,2000-10-26,COMP,0,1,C1
1685474667514,1999-10-16,2000-01-22,TECH,0,2,A1
1685484801744,1999-11-18,,,1,1,B1
1685496095755,2000-02-11,,,0,1,A1
1685501398000,1999-03-23,,,1,1,C1
1685528622183,2000-11-11,,,1,2,A1
1685552576688,2000-11-14,,,1,1,A1
1685577657153,2000-07-20,,,1,1,A1
1685584972608,1999-06-05,,,1,2,A1
1685606471031,2000-09-30,,,1,1,A1
1685608486548,2000-05-09,2001-01-02,DEBT,0,2,B1
1685609625632,2000-11-30,,,1,1,A1
1685647412850,1999-08-30,,,1,3,A1
1685656336987,2000-07-06,,,1,3,A1
1685707333188,2000-02-15,,,1,1,A1
1685707471641,1999-10-16,2001-01-04,DEBT,0,1,A1
1685714778912,2000-11-27,,,1,1,C1
1685727956187,2000-06-22,,,1,1,A1
1685732661358,1999-02-28,,,1,1,B1
1685762123946,1999-12-08,,,0,2,C1
1685810093648,2000-05-10,2000-10-13,DEBT,1,1,A1
1685810647723,2001-01-06,,,1,2,A1
1685811593383,2000-12-31,,,1,2,A1
1685911832848,2000-04-22,,,0,1,A2
1685924478689,2000-10-16,,,0,1,A2
1685925342629,2000-10-20,2000-12-03,COMP,1,1,B1
1685940871710,1999-08-26,,,1,1,A2
1685958714436,1999-08-27,,,1,1,C1
1685977064012,1999-01-29,2000-10-02,TECH,1,1,B1
1685982226904,2000-09-26,,,1,1,C1
1685986563048,2000-05-30,,,1,1,B1
1686039695523,1999-11-17,,,1,1,C1
1686053172990,1999-12-08,,,1,2,A1
1686063274444,1999-06-03,,,1,1,A1
1686064966182,2000-09-18,,,0,1,C1
1686071532680,1999-09-16,2000-05-29,NEED,1,1,B1
1686072463221,2000-10-04,2000-12-26,DEBT,0,3,C1
1686086695413,1999-06-26,,,0,2,A2
1686097930164,2000-02-12,,,0,3,A1
1686105179508,2000-05-02,2000-12-17,COMP,0,3,A1
1686107224410,2000-12-23,,,1,2,A1
1686115759458,1999-09-23,,,1,1,B1
1686138187134,2000-08-05,,,1,1,A2
1686152272344,2000-01-04,2000-11-06,COMP,0,1,B1
1686156077968,2000-12-16,,,1,2,A1
1686169070182,1999-11-01,2000-10-20,DEBT,0,1,A1
1686194643377,2000-05-31,,,1,1,A1
1686211531458,1999-05-06,,,1,3,A1
1686214717377,1999-08-25,1999-08-26,NEED,0,3,C1
1686215050368,2000-10-07,,,0,3,A1
1686215473422,1999-10-21,,,1,2,A1
1686218304819,1999-07-08,,,1,2,A1
1686233676220,1999-09-16,2000-04-01,COMP,0,1,A1
1686245634164,1999-12-09,,,1,1,A1
1686254590338,2000-01-21,,,1,1,B1
1686257865808,2000-12-16,,,0,2,A1
1686281891484,2000-08-31,,,1,3,A1
1686306519776,1999-11-16,2000-01-05,COMP,0,2,B1
1686307879536,2000-10-21,,,0,2,A1
1686310079198,2000-12-01,,,1,2,A1
1686316289913,1999-12-01,,,1,1,A1
1686344708424,2001-01-13,,,1,3,A1
1686367853677,2000-06-30,,,1,1,A2
1686370343316,2000-06-12,,,0,1,A1
1686377310800,1999-04-14,,,1,1,A1
1686387516726,1999-09-27,,,0,2,A1
1686392738596,2000-01-17,,,1,1,A1
1686411044242,2000-12-09,,,0,2,A2
1686424012547,1999-12-19,2001-01-18,COMP,1,3,A2
1686461069778,2000-04-30,,,0,2,A1
1686464969793,2000-03-16,,,1,1,A1
1686488317790,2000-10-31,,,0,1,A1
1686492018220,1999-10-07,,,1,1,A1
1686493702692,2000-07-20,2000-12-15,DEBT,0,3,A1
1686494895327,1999-06-08,,,1,2,A1
1686500212263,2000-01-30,,,1,3,A1
1686518183517,2000-02-03,,,0,1,A1
1686523008608,1999-09-13,2000-04-30,,0,1,A2
1686533350246,2000-08-11,,,1,1,A1
1686556670053,1999-03-26,,,1,3,A1
1686574200150,2000-03-13,2000-10-04,COMP,0,2,A1
1686582366900,1999-11-06,2000-12-28,NEED,0,1,A1
